Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,494.0,531.0
01/01/2020-04/30/2022,By Total,West Virginia,Sepsis,Sepsis,A40-A41,All Ages,722.0,722.0
01/01/2020-04/30/2022,By Total,West Virginia,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,413.0,468.0
01/01/2020-04/30/2022,By Total,West Virginia,Diabetes,Diabetes,E10-E14,All Ages,890.0,897.0
01/01/2020-04/30/2022,By Total,West Virginia,Obesity,Obesity,E65-E68,All Ages,243.0,245.0
01/01/2020-04/30/2022,By Total,West Virginia,Alzheimer disease,Alzheimer disease,G30,All Ages,149.0,149.0
01/01/2020-04/30/2022,By Total,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,450.0,454.0
01/01/2020-04/30/2022,By Total,West Virginia,Renal failure,Renal failure,N17-N19,All Ages,859.0,916.0
01/01/2020-04/30/2022,By Total,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,127.0,228.0
01/01/2020-04/30/2022,By Total,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2792.0,4058.0
01/01/2020-04/30/2022,By Total,West Virginia,COVID-19,COVID-19,U071,All Ages,6813.0,6813.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,4816.0,4979.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2221.0,2319.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,656.0,656.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Respiratory failure,J96,All Ages,3775.0,3934.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Respiratory arrest,R09.2,All Ages,87.0,87.0
01/01/2020-04/30/2022,By Total,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,746.0,793.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4284.0,4319.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,2819.0,2972.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Cardiac arrest,I46,All Ages,357.0,357.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1668.0,1699.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Heart failure,I50,All Ages,1831.0,1832.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,994.0,1017.0
01/01/2020-04/30/2022,By Total,Wisconsin,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1581.0,1768.0
01/01/2020-04/30/2022,By Total,Wisconsin,Sepsis,Sepsis,A40-A41,All Ages,741.0,742.0
01/01/2020-04/30/2022,By Total,Wisconsin,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1201.0,1355.0
01/01/2020-04/30/2022,By Total,Wisconsin,Diabetes,Diabetes,E10-E14,All Ages,3103.0,3133.0
01/01/2020-04/30/2022,By Total,Wisconsin,Obesity,Obesity,E65-E68,All Ages,1495.0,1497.0
01/01/2020-04/30/2022,By Total,Wisconsin,Alzheimer disease,Alzheimer disease,G30,All Ages,692.0,692.0
01/01/2020-04/30/2022,By Total,Wisconsin,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1693.0,1695.0
01/01/2020-04/30/2022,By Total,Wisconsin,Renal failure,Renal failure,N17-N19,All Ages,1532.0,1634.0
01/01/2020-04/30/2022,By Total,Wisconsin,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,515.0,1016.0
01/01/2020-04/30/2022,By Total,Wisconsin,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7813.0,12529.0
01/01/2020-04/30/2022,By Total,Wisconsin,COVID-19,COVID-19,U071,All Ages,14622.0,14622.0
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,796.0,836.0
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,254.0,264.0
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,125.0,125.0
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Respiratory failure,J96,All Ages,497.0,531.0
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Respiratory arrest,R09.2,All Ages,,
01/01/2020-04/30/2022,By Total,Wyoming,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,122.0,141.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,317.0,322.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,208.0,232.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Cardiac arrest,I46,All Ages,19.0,19.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,153.0,155.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Heart failure,I50,All Ages,106.0,106.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,81.0,81.0
01/01/2020-04/30/2022,By Total,Wyoming,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,190.0,214.0
01/01/2020-04/30/2022,By Total,Wyoming,Sepsis,Sepsis,A40-A41,All Ages,73.0,73.0
01/01/2020-04/30/2022,By Total,Wyoming,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,94.0,109.0
01/01/2020-04/30/2022,By Total,Wyoming,Diabetes,Diabetes,E10-E14,All Ages,236.0,243.0
01/01/2020-04/30/2022,By Total,Wyoming,Obesity,Obesity,E65-E68,All Ages,144.0,144.0
01/01/2020-04/30/2022,By Total,Wyoming,Alzheimer disease,Alzheimer disease,G30,All Ages,56.0,56.0
01/01/2020-04/30/2022,By Total,Wyoming,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,138.0,138.0
01/01/2020-04/30/2022,By Total,Wyoming,Renal failure,Renal failure,N17-N19,All Ages,116.0,121.0
01/01/2020-04/30/2022,By Total,Wyoming,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,82.0,141.0
01/01/2020-04/30/2022,By Total,Wyoming,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,844.0,1543.0
01/01/2020-04/30/2022,By Total,Wyoming,COVID-19,COVID-19,U071,All Ages,1607.0,1607.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2936.0,2985.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,211.0,216.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,276.0,276.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Respiratory failure,J96,All Ages,1509.0,1513.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Respiratory arrest,R09.2,All Ages,115.0,115.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,272.0,279.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,599.0,603.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,322.0,340.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Cardiac arrest,I46,All Ages,496.0,496.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,120.0,122.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Heart failure,I50,All Ages,265.0,265.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,131.0,139.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,169.0,180.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Sepsis,Sepsis,A40-A41,All Ages,827.0,827.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,213.0,263.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Diabetes,Diabetes,E10-E14,All Ages,617.0,624.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Obesity,Obesity,E65-E68,All Ages,184.0,184.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Alzheimer disease,Alzheimer disease,G30,All Ages,133.0,133.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,84.0,84.0
01/01/2020-04/30/2022,By Total,Puerto Rico,Renal failure,Renal failure,N17-N19,All Ages,634.0,645.0
01/01/2020-04/30/2022,By Total,Puerto Rico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,165.0,294.0
01/01/2020-04/30/2022,By Total,Puerto Rico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1839.0,2623.0
01/01/2020-04/30/2022,By Total,Puerto Rico,COVID-19,COVID-19,U071,All Ages,4171.0,4171.0
